,drug,disease,label
998,318.0,3.0,1.0
999,458.0,12.0,1.0
1000,340.0,351.0,1.0
1001,109.0,55.0,1.0
1002,377.0,37.0,1.0
1003,147.0,382.0,1.0
1004,567.0,146.0,1.0
1005,490.0,37.0,1.0
1006,14.0,61.0,1.0
1007,24.0,378.0,1.0
1008,533.0,41.0,1.0
1009,470.0,246.0,1.0
1010,588.0,1.0,1.0
1011,40.0,99.0,1.0
1012,48.0,94.0,1.0
1013,633.0,402.0,1.0
1014,430.0,99.0,1.0
1015,307.0,405.0,1.0
1016,153.0,360.0,1.0
1017,245.0,138.0,1.0
1018,284.0,257.0,1.0
1019,394.0,183.0,1.0
1020,578.0,271.0,1.0
1021,655.0,11.0,1.0
1022,390.0,362.0,1.0
1023,146.0,68.0,1.0
1024,195.0,127.0,1.0
1025,110.0,40.0,1.0
1026,135.0,174.0,1.0
1027,328.0,359.0,1.0
1028,502.0,268.0,1.0
1029,199.0,63.0,1.0
1030,414.0,40.0,1.0
1031,457.0,376.0,1.0
1032,515.0,80.0,1.0
1033,118.0,358.0,1.0
1034,161.0,135.0,1.0
1035,483.0,280.0,1.0
1036,634.0,362.0,1.0
1037,587.0,147.0,1.0
1038,491.0,235.0,1.0
1039,136.0,289.0,1.0
1040,490.0,10.0,1.0
1041,590.0,149.0,1.0
1042,493.0,181.0,1.0
1043,373.0,149.0,1.0
1044,99.0,199.0,1.0
1045,461.0,273.0,1.0
1046,80.0,71.0,1.0
1047,261.0,3.0,1.0
1048,651.0,362.0,1.0
1049,284.0,25.0,1.0
1050,505.0,105.0,1.0
1051,140.0,195.0,1.0
1052,393.0,69.0,1.0
1053,514.0,88.0,1.0
1054,599.0,294.0,1.0
1055,436.0,99.0,1.0
1056,336.0,228.0,1.0
1057,76.0,124.0,1.0
1058,581.0,112.0,1.0
1059,486.0,391.0,1.0
1060,154.0,341.0,1.0
1061,166.0,259.0,1.0
1062,9.0,94.0,1.0
1063,493.0,350.0,1.0
1064,142.0,408.0,1.0
1065,519.0,243.0,1.0
1066,110.0,153.0,1.0
1067,107.0,124.0,1.0
1068,214.0,221.0,1.0
1069,142.0,357.0,1.0
1070,166.0,364.0,1.0
1071,209.0,267.0,1.0
1072,560.0,27.0,1.0
1073,34.0,135.0,1.0
1074,116.0,163.0,1.0
1075,49.0,133.0,1.0
1076,72.0,134.0,1.0
1077,587.0,316.0,1.0
1078,63.0,135.0,1.0
1079,353.0,3.0,1.0
1080,543.0,267.0,1.0
1081,455.0,344.0,1.0
1082,630.0,332.0,1.0
1083,648.0,11.0,1.0
1084,471.0,128.0,1.0
1085,652.0,347.0,1.0
1086,146.0,396.0,1.0
1087,263.0,73.0,1.0
1088,546.0,311.0,1.0
1089,168.0,224.0,1.0
1090,468.0,113.0,1.0
1091,275.0,44.0,1.0
1092,358.0,387.0,1.0
1093,19.0,354.0,1.0
1094,499.0,318.0,1.0
1095,415.0,134.0,1.0
1096,43.0,124.0,1.0
1097,444.0,124.0,1.0
1098,160.0,41.0,1.0
1099,212.0,89.0,1.0
1100,535.0,405.0,1.0
1101,258.0,124.0,1.0
1102,70.0,280.0,1.0
1103,377.0,357.0,1.0
1104,247.0,181.0,1.0
1105,324.0,43.0,1.0
1106,552.0,212.0,1.0
1107,394.0,322.0,1.0
1108,111.0,183.0,1.0
1109,47.0,18.0,1.0
1110,267.0,280.0,1.0
1111,662.0,326.0,1.0
1112,260.0,138.0,1.0
1113,356.0,103.0,1.0
1114,93.0,57.0,1.0
1115,310.0,108.0,1.0
1116,238.0,0.0,1.0
1117,273.0,130.0,1.0
1118,551.0,309.0,1.0
1119,105.0,136.0,1.0
1120,356.0,128.0,1.0
1121,581.0,157.0,1.0
1122,14.0,310.0,1.0
1123,455.0,136.0,1.0
1124,275.0,117.0,1.0
1125,493.0,376.0,1.0
1126,254.0,344.0,1.0
1127,268.0,362.0,1.0
1128,156.0,243.0,1.0
1129,199.0,128.0,1.0
1130,187.0,169.0,1.0
1131,429.0,73.0,1.0
1132,632.0,85.0,1.0
1133,308.0,117.0,1.0
1134,111.0,322.0,1.0
1135,333.0,73.0,1.0
1136,427.0,332.0,1.0
1137,459.0,271.0,1.0
1138,337.0,106.0,1.0
1139,215.0,68.0,1.0
1140,384.0,114.0,1.0
1141,52.0,188.0,1.0
1142,337.0,351.0,1.0
1143,143.0,177.0,1.0
1144,30.0,76.0,1.0
1145,241.0,272.0,1.0
1146,173.0,351.0,1.0
1147,629.0,64.0,1.0
1148,25.0,124.0,1.0
1149,630.0,76.0,1.0
1150,340.0,359.0,1.0
1151,292.0,174.0,1.0
1152,570.0,118.0,1.0
1153,153.0,85.0,1.0
1154,151.0,199.0,1.0
1155,307.0,78.0,1.0
1156,387.0,178.0,1.0
1157,640.0,405.0,1.0
1158,418.0,347.0,1.0
1159,356.0,56.0,1.0
1160,611.0,199.0,1.0
1161,506.0,396.0,1.0
1162,569.0,199.0,1.0
1163,370.0,145.0,1.0
1164,506.0,120.0,1.0
1165,382.0,280.0,1.0
1166,175.0,38.0,1.0
1167,248.0,405.0,1.0
1168,378.0,99.0,1.0
1169,498.0,406.0,1.0
1170,463.0,117.0,1.0
1171,551.0,259.0,1.0
1172,70.0,224.0,1.0
1173,256.0,347.0,1.0
1174,161.0,312.0,1.0
1175,295.0,379.0,1.0
1176,175.0,359.0,1.0
1177,536.0,131.0,1.0
1178,389.0,163.0,1.0
1179,501.0,120.0,1.0
1180,626.0,191.0,1.0
1181,338.0,89.0,1.0
1182,453.0,331.0,1.0
1183,241.0,274.0,1.0
1184,134.0,95.0,1.0
1185,241.0,257.0,1.0
1186,282.0,92.0,1.0
1187,227.0,331.0,1.0
1188,437.0,48.0,1.0
1189,388.0,392.0,1.0
1190,453.0,208.0,1.0
1191,306.0,280.0,1.0
1192,176.0,208.0,1.0
1193,115.0,347.0,1.0
1194,214.0,124.0,1.0
1195,332.0,371.0,1.0
1196,489.0,247.0,1.0
1197,115.0,362.0,1.0
1198,435.0,117.0,1.0
1199,244.0,224.0,1.0
1200,71.0,405.0,1.0
1201,653.0,362.0,1.0
1202,640.0,118.0,1.0
1203,643.0,370.0,1.0
1204,63.0,37.0,1.0
1205,587.0,330.0,1.0
1206,58.0,399.0,1.0
1207,423.0,324.0,1.0
1208,361.0,124.0,1.0
1209,109.0,128.0,1.0
1210,14.0,282.0,1.0
1211,285.0,188.0,1.0
1212,208.0,128.0,1.0
1213,215.0,405.0,1.0
1214,469.0,24.0,1.0
1215,330.0,44.0,1.0
1216,119.0,124.0,1.0
1217,588.0,135.0,1.0
1218,148.0,344.0,1.0
1219,622.0,119.0,1.0
1220,136.0,69.0,1.0
1221,651.0,358.0,1.0
1222,304.0,94.0,1.0
1223,138.0,370.0,1.0
1224,242.0,1.0,1.0
1225,576.0,373.0,1.0
1226,627.0,361.0,1.0
1227,225.0,131.0,1.0
1228,523.0,28.0,1.0
1229,309.0,164.0,1.0
1230,305.0,278.0,1.0
1231,662.0,338.0,1.0
1232,239.0,359.0,1.0
1233,412.0,382.0,1.0
1234,4.0,137.0,1.0
1235,559.0,312.0,1.0
1236,483.0,151.0,1.0
1237,331.0,134.0,1.0
1238,275.0,183.0,1.0
1239,576.0,227.0,1.0
1240,7.0,242.0,1.0
1241,409.0,124.0,1.0
1242,115.0,222.0,1.0
1243,118.0,359.0,1.0
1244,388.0,99.0,1.0
1245,175.0,106.0,1.0
1246,276.0,84.0,1.0
1247,227.0,274.0,1.0
1248,245.0,124.0,1.0
1249,330.0,123.0,1.0
1250,232.0,351.0,1.0
1251,603.0,41.0,1.0
1252,346.0,362.0,1.0
1253,540.0,347.0,1.0
1254,625.0,347.0,1.0
1255,46.0,95.0,1.0
1256,329.0,322.0,1.0
1257,340.0,314.0,1.0
1258,145.0,390.0,1.0
1259,138.0,136.0,1.0
1260,359.0,271.0,1.0
1261,155.0,405.0,1.0
1262,208.0,350.0,1.0
1263,72.0,312.0,1.0
1264,130.0,149.0,1.0
1265,576.0,308.0,1.0
1266,275.0,347.0,1.0
1267,321.0,36.0,1.0
1268,12.0,93.0,1.0
1269,634.0,359.0,1.0
1270,0.0,24.0,1.0
1271,335.0,358.0,1.0
1272,22.0,93.0,1.0
1273,258.0,196.0,1.0
1274,199.0,141.0,1.0
1275,202.0,133.0,1.0
1276,576.0,317.0,1.0
1277,661.0,347.0,1.0
1278,499.0,43.0,1.0
1279,377.0,10.0,1.0
1280,397.0,124.0,1.0
1281,294.0,322.0,1.0
1282,275.0,175.0,1.0
1283,441.0,195.0,1.0
1284,643.0,309.0,1.0
1285,643.0,259.0,1.0
1286,576.0,328.0,1.0
1287,15.0,263.0,1.0
1288,610.0,128.0,1.0
1289,555.0,331.0,1.0
1290,549.0,280.0,1.0
1291,22.0,282.0,1.0
1292,486.0,312.0,1.0
1293,213.0,151.0,1.0
1294,572.0,278.0,1.0
1295,174.0,85.0,1.0
1296,66.0,127.0,1.0
1297,532.0,18.0,1.0
1298,476.0,351.0,1.0
1299,328.0,362.0,1.0
1300,561.0,99.0,1.0
1301,586.0,117.0,1.0
1302,48.0,316.0,1.0
1303,558.0,197.0,1.0
1304,73.0,124.0,1.0
1305,245.0,74.0,1.0
1306,518.0,144.0,1.0
1307,446.0,371.0,1.0
1308,572.0,68.0,1.0
1309,534.0,341.0,1.0
1310,183.0,405.0,1.0
1311,21.0,262.0,1.0
1312,12.0,282.0,1.0
1313,315.0,344.0,1.0
1314,170.0,368.0,1.0
1315,98.0,124.0,1.0
1316,354.0,392.0,1.0
1317,380.0,203.0,1.0
1318,433.0,359.0,1.0
1319,275.0,100.0,1.0
1320,343.0,183.0,1.0
1321,203.0,43.0,1.0
1322,275.0,156.0,1.0
1323,327.0,163.0,1.0
1324,166.0,174.0,1.0
1325,358.0,51.0,1.0
1326,117.0,358.0,1.0
1327,26.0,124.0,1.0
1328,381.0,280.0,1.0
1329,457.0,392.0,1.0
1330,511.0,359.0,1.0
1331,196.0,149.0,1.0
1332,620.0,351.0,1.0
1333,547.0,131.0,1.0
1334,356.0,55.0,1.0
1335,430.0,89.0,1.0
1336,377.0,354.0,1.0
1337,317.0,322.0,1.0
1338,146.0,89.0,1.0
1339,205.0,136.0,1.0
1340,396.0,124.0,1.0
1341,80.0,250.0,1.0
1342,117.0,362.0,1.0
1343,48.0,405.0,1.0
1344,12.0,301.0,1.0
1345,294.0,68.0,1.0
1346,592.0,80.0,1.0
1347,201.0,404.0,1.0
1348,251.0,163.0,1.0
1349,74.0,347.0,1.0
1350,75.0,378.0,1.0
1351,588.0,370.0,1.0
1352,59.0,222.0,1.0
1353,71.0,162.0,1.0
1354,587.0,183.0,1.0
1355,402.0,182.0,1.0
1356,606.0,85.0,1.0
1357,253.0,322.0,1.0
1358,29.0,99.0,1.0
1359,250.0,94.0,1.0
1360,241.0,19.0,1.0
1361,625.0,183.0,1.0
1362,430.0,402.0,1.0
1363,105.0,309.0,1.0
1364,653.0,358.0,1.0
1365,202.0,256.0,1.0
1366,654.0,347.0,1.0
1367,646.0,269.0,1.0
1368,109.0,181.0,1.0
1369,558.0,231.0,1.0
1370,454.0,305.0,1.0
1371,567.0,405.0,1.0
1372,484.0,19.0,1.0
1373,398.0,405.0,1.0
1374,596.0,24.0,1.0
1375,119.0,405.0,1.0
1376,387.0,356.0,1.0
1377,166.0,212.0,1.0
1378,331.0,14.0,1.0
1379,32.0,124.0,1.0
1380,26.0,94.0,1.0
1381,356.0,392.0,1.0
1382,343.0,222.0,1.0
1383,578.0,371.0,1.0
1384,443.0,358.0,1.0
1385,96.0,245.0,1.0
1386,53.0,40.0,1.0
1387,632.0,360.0,1.0
1388,154.0,360.0,1.0
1389,521.0,347.0,1.0
1390,148.0,136.0,1.0
1391,242.0,164.0,1.0
1392,223.0,131.0,1.0
1393,103.0,289.0,1.0
1394,145.0,134.0,1.0
1395,433.0,371.0,1.0
1396,372.0,115.0,1.0
1397,430.0,128.0,1.0
1398,552.0,77.0,1.0
1399,430.0,36.0,1.0
1400,73.0,405.0,1.0
1401,453.0,239.0,1.0
1402,170.0,289.0,1.0
1403,462.0,252.0,1.0
1404,175.0,358.0,1.0
1405,133.0,153.0,1.0
1406,551.0,390.0,1.0
1407,598.0,239.0,1.0
1408,226.0,243.0,1.0
1409,202.0,126.0,1.0
1410,166.0,370.0,1.0
1411,140.0,192.0,1.0
1412,618.0,221.0,1.0
1413,556.0,277.0,1.0
1414,402.0,129.0,1.0
1415,402.0,124.0,1.0
1416,204.0,405.0,1.0
1417,462.0,239.0,1.0
1418,356.0,99.0,1.0
1419,486.0,10.0,1.0
1420,505.0,239.0,1.0
1421,196.0,89.0,1.0
1422,245.0,28.0,1.0
1423,580.0,125.0,1.0
1424,315.0,309.0,1.0
1425,567.0,94.0,1.0
1426,552.0,33.0,1.0
1427,160.0,43.0,1.0
1428,486.0,309.0,1.0
1429,462.0,257.0,1.0
1430,585.0,16.0,1.0
1431,601.0,24.0,1.0
1432,237.0,128.0,1.0
1433,199.0,142.0,1.0
1434,199.0,181.0,1.0
1435,636.0,392.0,1.0
1436,220.0,85.0,1.0
1437,518.0,280.0,1.0
1438,584.0,115.0,1.0
1439,110.0,318.0,1.0
1440,146.0,95.0,1.0
1441,441.0,31.0,1.0
1442,421.0,138.0,1.0
1443,328.0,38.0,1.0
1444,662.0,327.0,1.0
1445,587.0,222.0,1.0
1446,524.0,371.0,1.0
1447,335.0,359.0,1.0
1448,478.0,119.0,1.0
1449,153.0,158.0,1.0
1450,227.0,252.0,1.0
1451,208.0,181.0,1.0
1452,507.0,79.0,1.0
1453,543.0,76.0,1.0
1454,643.0,135.0,1.0
1455,351.0,386.0,1.0
1456,351.0,273.0,1.0
1457,337.0,35.0,1.0
1458,209.0,298.0,1.0
1459,351.0,352.0,1.0
1460,427.0,267.0,1.0
1461,167.0,359.0,1.0
1462,459.0,222.0,1.0
1463,113.0,125.0,1.0
1464,20.0,199.0,1.0
1465,268.0,55.0,1.0
1466,5.0,99.0,1.0
1467,361.0,405.0,1.0
1468,457.0,128.0,1.0
1469,407.0,196.0,1.0
1470,553.0,125.0,1.0
1471,565.0,382.0,1.0
1472,27.0,12.0,1.0
1473,200.0,124.0,1.0
1474,228.0,405.0,1.0
1475,148.0,309.0,1.0
1476,32.0,405.0,1.0
1477,245.0,117.0,1.0
1478,383.0,362.0,1.0
1479,303.0,229.0,1.0
1480,328.0,222.0,1.0
1481,314.0,109.0,1.0
1482,90.0,19.0,1.0
1483,513.0,131.0,1.0
1484,164.0,124.0,1.0
1485,143.0,196.0,1.0
1486,170.0,22.0,1.0
1487,319.0,347.0,1.0
1488,148.0,259.0,1.0
1489,418.0,362.0,1.0
1490,587.0,107.0,1.0
1491,439.0,183.0,1.0
1492,77.0,345.0,1.0
1493,194.0,212.0,1.0
1494,84.0,362.0,1.0
1495,147.0,404.0,1.0
1496,155.0,124.0,1.0
1497,464.0,124.0,1.0
1498,497.0,183.0,1.0
1499,208.0,376.0,1.0
1500,480.0,146.0,1.0
1501,369.0,196.0,1.0
1502,252.0,376.0,1.0
1503,343.0,347.0,1.0
1504,264.0,147.0,1.0
1505,205.0,259.0,1.0
1506,83.0,132.0,1.0
1507,337.0,233.0,1.0
1508,468.0,360.0,1.0
1509,455.0,342.0,1.0
1510,239.0,347.0,1.0
1511,324.0,318.0,1.0
1512,100.0,117.0,1.0
1513,231.0,222.0,1.0
1514,364.0,316.0,1.0
1515,136.0,405.0,1.0
1516,324.0,41.0,1.0
1517,575.0,24.0,1.0
1518,110.0,6.0,1.0
1519,170.0,347.0,1.0
1520,229.0,24.0,1.0
1521,443.0,362.0,1.0
1522,197.0,247.0,1.0
1523,349.0,277.0,1.0
1524,240.0,269.0,1.0
1525,518.0,25.0,1.0
1526,610.0,392.0,1.0
1527,267.0,239.0,1.0
1528,636.0,128.0,1.0
1529,310.0,407.0,1.0
1530,459.0,186.0,1.0
1531,505.0,224.0,1.0
1532,182.0,371.0,1.0
1533,661.0,359.0,1.0
1534,91.0,99.0,1.0
1535,297.0,9.0,1.0
1536,150.0,347.0,1.0
1537,57.0,196.0,1.0
1538,74.0,362.0,1.0
1539,387.0,44.0,1.0
1540,363.0,36.0,1.0
1541,195.0,99.0,1.0
1542,244.0,101.0,1.0
1543,79.0,157.0,1.0
1544,657.0,162.0,1.0
1545,19.0,37.0,1.0
1546,56.0,1.0,1.0
1547,461.0,184.0,1.0
1548,193.0,133.0,1.0
1549,535.0,124.0,1.0
1550,507.0,80.0,1.0
1551,179.0,334.0,1.0
1552,333.0,392.0,1.0
1553,48.0,124.0,1.0
1554,531.0,144.0,1.0
1555,451.0,188.0,1.0
1556,569.0,388.0,1.0
1557,211.0,99.0,1.0
1558,473.0,38.0,1.0
1559,400.0,18.0,1.0
1560,587.0,245.0,1.0
1561,490.0,391.0,1.0
1562,604.0,238.0,1.0
1563,530.0,382.0,1.0
1564,320.0,99.0,1.0
1565,546.0,99.0,1.0
1566,457.0,73.0,1.0
1567,292.0,117.0,1.0
1568,164.0,405.0,1.0
1569,634.0,358.0,1.0
1570,16.0,202.0,1.0
1571,49.0,209.0,1.0
1572,40.0,64.0,1.0
1573,552.0,199.0,1.0
1574,166.0,136.0,1.0
1575,60.0,117.0,1.0
1576,142.0,37.0,1.0
1577,397.0,405.0,1.0
1578,273.0,3.0,1.0
1579,50.0,379.0,1.0
1580,120.0,174.0,1.0
1581,596.0,144.0,1.0
1582,503.0,371.0,1.0
1583,182.0,347.0,1.0
1584,298.0,24.0,1.0
1585,470.0,280.0,1.0
1586,321.0,221.0,1.0
1587,537.0,99.0,1.0
1588,169.0,262.0,1.0
1589,428.0,183.0,1.0
1590,587.0,55.0,1.0
1591,655.0,176.0,1.0
1592,349.0,224.0,1.0
1593,430.0,392.0,1.0
1594,266.0,118.0,1.0
1595,510.0,267.0,1.0
1596,22.0,130.0,1.0
1597,298.0,140.0,1.0
1598,105.0,134.0,1.0
1599,288.0,69.0,1.0
1600,358.0,397.0,1.0
1601,241.0,331.0,1.0
1602,342.0,349.0,1.0
1603,416.0,218.0,1.0
1604,647.0,85.0,1.0
1605,123.0,24.0,1.0
1606,576.0,111.0,1.0
1607,307.0,196.0,1.0
1608,574.0,311.0,1.0
1609,556.0,105.0,1.0
1610,5.0,392.0,1.0
1611,620.0,153.0,1.0
1612,498.0,295.0,1.0
1613,244.0,24.0,1.0
1614,516.0,91.0,1.0
1615,36.0,99.0,1.0
1616,397.0,316.0,1.0
1617,532.0,314.0,1.0
1618,541.0,112.0,1.0
1619,606.0,360.0,1.0
1620,254.0,309.0,1.0
1621,318.0,48.0,1.0
1622,471.0,392.0,1.0
1623,376.0,43.0,1.0
1624,605.0,149.0,1.0
1625,556.0,280.0,1.0
1626,502.0,93.0,1.0
1627,489.0,274.0,1.0
1628,449.0,3.0,1.0
1629,330.0,64.0,1.0
1630,74.0,359.0,1.0
1631,268.0,358.0,1.0
1632,576.0,36.0,1.0
1633,171.0,124.0,1.0
1634,52.0,183.0,1.0
1635,569.0,387.0,1.0
1636,61.0,255.0,1.0
1637,636.0,73.0,1.0
1638,337.0,280.0,1.0
1639,109.0,266.0,1.0
1640,275.0,335.0,1.0
1641,499.0,41.0,1.0
1642,586.0,18.0,1.0
1643,337.0,23.0,1.0
1644,177.0,280.0,1.0
1645,271.0,231.0,1.0
1646,290.0,405.0,1.0
1647,67.0,347.0,1.0
1648,105.0,370.0,1.0
1649,275.0,55.0,1.0
1650,511.0,358.0,1.0
1651,225.0,255.0,1.0
1652,413.0,388.0,1.0
1653,20.0,228.0,1.0
1654,313.0,130.0,1.0
1655,364.0,251.0,1.0
1656,180.0,71.0,1.0
1657,462.0,224.0,1.0
1658,297.0,342.0,1.0
1659,492.0,6.0,1.0
1660,382.0,113.0,1.0
1661,559.0,390.0,1.0
1662,433.0,358.0,1.0
1663,600.0,124.0,1.0
1664,523.0,261.0,1.0
1665,55.0,80.0,1.0
1666,455.0,37.0,1.0
1667,161.0,344.0,1.0
1668,321.0,94.0,1.0
1669,182.0,362.0,1.0
1670,333.0,181.0,1.0
1671,240.0,145.0,1.0
1672,94.0,153.0,1.0
1673,564.0,69.0,1.0
1674,484.0,239.0,1.0
1675,657.0,343.0,1.0
1676,315.0,135.0,1.0
1677,383.0,347.0,1.0
1678,326.0,294.0,1.0
1679,167.0,371.0,1.0
1680,19.0,220.0,1.0
1681,108.0,99.0,1.0
1682,470.0,237.0,1.0
1683,552.0,34.0,1.0
1684,592.0,260.0,1.0
1685,326.0,262.0,1.0
1686,175.0,347.0,1.0
1687,5.0,181.0,1.0
1688,462.0,20.0,1.0
1689,569.0,313.0,1.0
1690,170.0,100.0,1.0
1691,384.0,113.0,1.0
1692,332.0,359.0,1.0
1693,576.0,337.0,1.0
1694,93.0,213.0,1.0
1695,601.0,280.0,1.0
1696,246.0,163.0,1.0
1697,241.0,280.0,1.0
1698,164.0,8.0,1.0
1699,571.0,44.0,1.0
1700,661.0,362.0,1.0
1701,300.0,149.0,1.0
1702,258.0,405.0,1.0
1703,323.0,146.0,1.0
1704,137.0,269.0,1.0
1705,660.0,331.0,1.0
1706,548.0,27.0,1.0
1707,643.0,344.0,1.0
1708,510.0,332.0,1.0
1709,364.0,124.0,1.0
1710,19.0,10.0,1.0
1711,226.0,319.0,1.0
1712,24.0,125.0,1.0
1713,556.0,19.0,1.0
1714,501.0,358.0,1.0
1715,272.0,80.0,1.0
1716,154.0,132.0,1.0
1717,413.0,386.0,1.0
1718,567.0,124.0,1.0
1719,268.0,106.0,1.0
1720,184.0,319.0,1.0
1721,17.0,264.0,1.0
1722,266.0,21.0,1.0
1723,350.0,401.0,1.0
1724,150.0,371.0,1.0
1725,75.0,267.0,1.0
1726,19.0,270.0,1.0
1727,205.0,312.0,1.0
1728,268.0,347.0,1.0
1729,36.0,73.0,1.0
1730,414.0,43.0,1.0
1731,137.0,124.0,1.0
1732,390.0,359.0,1.0
1733,387.0,229.0,1.0
1734,407.0,182.0,1.0
1735,200.0,69.0,1.0
1736,372.0,199.0,1.0
1737,407.0,124.0,1.0
1738,470.0,208.0,1.0
1739,42.0,382.0,1.0
1740,315.0,370.0,1.0
1741,102.0,73.0,1.0
1742,518.0,24.0,1.0
1743,654.0,359.0,1.0
1744,227.0,172.0,1.0
1745,212.0,396.0,1.0
1746,239.0,89.0,1.0
1747,22.0,271.0,1.0
1748,118.0,371.0,1.0
1749,228.0,124.0,1.0
1750,213.0,257.0,1.0
1751,142.0,354.0,1.0
1752,391.0,267.0,1.0
1753,297.0,391.0,1.0
1754,244.0,245.0,1.0
1755,73.0,146.0,1.0
1756,296.0,40.0,1.0
1757,163.0,253.0,1.0
1758,12.0,268.0,1.0
1759,9.0,310.0,1.0
1760,307.0,129.0,1.0
1761,249.0,363.0,1.0
1762,167.0,347.0,1.0
1763,255.0,99.0,1.0
1764,294.0,183.0,1.0
1765,402.0,188.0,1.0
1766,301.0,13.0,1.0
1767,398.0,124.0,1.0
1768,306.0,104.0,1.0
1769,390.0,347.0,1.0
1770,143.0,316.0,1.0
1771,502.0,282.0,1.0
1772,304.0,405.0,1.0
1773,599.0,76.0,1.0
1774,587.0,280.0,1.0
1775,486.0,369.0,1.0
1776,178.0,18.0,1.0
1777,229.0,65.0,1.0
1778,263.0,56.0,1.0
1779,598.0,399.0,1.0
1780,6.0,206.0,1.0
1781,394.0,188.0,1.0
1782,353.0,144.0,1.0
1783,140.0,185.0,1.0
1784,241.0,208.0,1.0
1785,570.0,124.0,1.0
1786,199.0,99.0,1.0
1787,455.0,408.0,1.0
1788,537.0,347.0,1.0
1789,9.0,301.0,1.0
1790,595.0,358.0,1.0
1791,439.0,100.0,1.0
1792,133.0,168.0,1.0
1793,331.0,135.0,1.0
1794,109.0,376.0,1.0
1795,185.0,407.0,1.0
1796,493.0,73.0,1.0
1797,272.0,84.0,1.0
1798,0.0,329.0,1.0
1799,582.0,28.0,1.0
1800,227.0,208.0,1.0
1801,319.0,362.0,1.0
1802,351.0,385.0,1.0
1803,375.0,362.0,1.0
1804,183.0,311.0,1.0
1805,551.0,370.0,1.0
1806,475.0,40.0,1.0
1807,616.0,322.0,1.0
1808,275.0,6.0,1.0
1809,598.0,331.0,1.0
1810,115.0,358.0,1.0
1811,126.0,89.0,1.0
1812,503.0,359.0,1.0
1813,213.0,247.0,1.0
1814,583.0,172.0,1.0
1815,578.0,188.0,1.0
1816,293.0,359.0,1.0
1817,501.0,347.0,1.0
1818,430.0,376.0,1.0
1819,326.0,394.0,1.0
1820,424.0,73.0,1.0
1821,90.0,114.0,1.0
1822,430.0,103.0,1.0
1823,150.0,358.0,1.0
1824,38.0,351.0,1.0
1825,388.0,181.0,1.0
1826,144.0,20.0,1.0
1827,241.0,237.0,1.0
1828,137.0,145.0,1.0
1829,576.0,44.0,1.0
1830,409.0,69.0,1.0
1831,37.0,405.0,1.0
1832,662.0,315.0,1.0
1833,529.0,41.0,1.0
1834,455.0,309.0,1.0
1835,486.0,390.0,1.0
1836,452.0,176.0,1.0
1837,275.0,280.0,1.0
1838,501.0,396.0,1.0
1839,109.0,99.0,1.0
1840,154.0,3.0,1.0
1841,193.0,49.0,1.0
1842,449.0,153.0,1.0
1843,161.0,259.0,1.0
1844,198.0,24.0,1.0
1845,516.0,82.0,1.0
1846,29.0,75.0,1.0
1847,315.0,134.0,1.0
1848,75.0,353.0,1.0
1849,464.0,196.0,1.0
1850,337.0,150.0,1.0
1851,314.0,392.0,1.0
1852,252.0,181.0,1.0
1853,569.0,352.0,1.0
1854,576.0,90.0,1.0
1855,598.0,345.0,1.0
1856,258.0,182.0,1.0
1857,551.0,136.0,1.0
1858,653.0,347.0,1.0
1859,83.0,78.0,1.0
1860,419.0,99.0,1.0
1861,26.0,221.0,1.0
1862,461.0,162.0,1.0
1863,451.0,183.0,1.0
1864,587.0,347.0,1.0
1865,591.0,145.0,1.0
1866,40.0,89.0,1.0
1867,429.0,99.0,1.0
1868,644.0,11.0,1.0
1869,170.0,359.0,1.0
1870,621.0,392.0,1.0
1871,261.0,360.0,1.0
1872,327.0,18.0,1.0
1873,273.0,103.0,1.0
1874,403.0,265.0,1.0
1875,455.0,135.0,1.0
1876,275.0,356.0,1.0
1877,348.0,212.0,1.0
1878,563.0,124.0,1.0
1879,434.0,117.0,1.0
1880,461.0,293.0,1.0
1881,465.0,322.0,1.0
1882,210.0,46.0,1.0
1883,170.0,117.0,1.0
1884,263.0,99.0,1.0
1885,328.0,271.0,1.0
1886,296.0,43.0,1.0
1887,301.0,382.0,1.0
1888,11.0,73.0,1.0
1889,387.0,372.0,1.0
1890,454.0,129.0,1.0
1891,589.0,371.0,1.0
1892,351.0,388.0,1.0
1893,333.0,128.0,1.0
1894,596.0,113.0,1.0
1895,70.0,239.0,1.0
1896,633.0,356.0,1.0
1897,114.0,118.0,1.0
1898,328.0,131.0,1.0
1899,170.0,362.0,1.0
1900,33.0,247.0,1.0
1901,275.0,165.0,1.0
1902,215.0,124.0,1.0
1903,184.0,323.0,1.0
1904,347.0,375.0,1.0
1905,190.0,392.0,1.0
1906,213.0,252.0,1.0
1907,87.0,329.0,1.0
1908,101.0,73.0,1.0
1909,479.0,18.0,1.0
1910,123.0,16.0,1.0
1911,459.0,156.0,1.0
1912,482.0,124.0,1.0
1913,487.0,84.0,1.0
1914,420.0,174.0,1.0
1915,365.0,37.0,1.0
1916,548.0,255.0,1.0
1917,306.0,208.0,1.0
1918,405.0,99.0,1.0
1919,346.0,359.0,1.0
1920,570.0,21.0,1.0
1921,253.0,347.0,1.0
1922,268.0,208.0,1.0
1923,148.0,390.0,1.0
1924,110.0,43.0,1.0
1925,501.0,362.0,1.0
1926,486.0,135.0,1.0
1927,120.0,99.0,1.0
1928,145.0,364.0,1.0
1929,414.0,41.0,1.0
